epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_IoU,val_MaP,val_loss_epoch,val_loss_step
,240,,,,,,,,0.2863661050796509
,241,,,,,,,,0.33125245571136475
,242,,,,,,,,0.2972789406776428
,243,,,,,,,,0.3326708674430847
,244,,,,,,,,0.3299083113670349
,245,,,,,,,,0.3371632695198059
,246,,,,,,,,0.29886454343795776
,247,,,,,,,,0.3006542921066284
,248,,,,,,,,0.3274942636489868
,249,,,,,,,,0.29962873458862305
,250,,,,,,,,0.2894895672798157
,251,,,,,,,,0.3483039140701294
,252,,,,,,,,0.3272221088409424
,253,,,,,,,,0.3408505320549011
,254,,,,,,,,0.2815887928009033
,255,,,,,,,,0.32171809673309326
,256,,,,,,,,0.28569406270980835
,257,,,,,,,,0.29737818241119385
,258,,,,,,,,0.3263322114944458
,259,,,,,,,,0.30410218238830566
,260,,,,,,,,0.30435603857040405
,261,,,,,,,,0.28408825397491455
,262,,,,,,,,0.2969646453857422
,263,,,,,,,,0.312674880027771
,264,,,,,,,,0.32739585638046265
,265,,,,,,,,0.3115786910057068
,266,,,,,,,,0.3720337152481079
,267,,,,,,,,0.3244166970252991
,268,,,,,,,,0.3448115587234497
,269,,,,,,,,0.3269345760345459
,270,,,,,,,,0.33710336685180664
,271,,,,,,,,0.3284444808959961
,272,,,,,,,,0.36865365505218506
,273,,,,,,,,0.3509100675582886
,274,,,,,,,,0.3392334580421448
,275,,,,,,,,0.3139195442199707
,276,,,,,,,,0.2877848148345947
,277,,,,,,,,0.30666112899780273
,278,,,,,,,,0.35389071702957153
,279,,,,,,,,0.353853702545166
,280,,,,,,,,0.30083978176116943
,281,,,,,,,,0.3081240653991699
,282,,,,,,,,0.37773215770721436
,283,,,,,,,,0.32148921489715576
,284,,,,,,,,0.3410903215408325
,285,,,,,,,,0.30924028158187866
,286,,,,,,,,0.3258277177810669
,287,,,,,,,,0.3463892340660095
,288,,,,,,,,0.3880329728126526
,289,,,,,,,,0.36232608556747437
,290,,,,,,,,0.33509838581085205
,291,,,,,,,,0.3124200105667114
,292,,,,,,,,0.36596083641052246
,293,,,,,,,,0.3608018159866333
,294,,,,,,,,0.33498454093933105
,295,,,,,,,,0.30154114961624146
,296,,,,,,,,0.29675787687301636
,297,,,,,,,,0.2977309823036194
,298,,,,,,,,0.29814887046813965
,299,,,,,,,,0.3033757209777832
,300,,,,,,,,0.30168652534484863
,301,,,,,,,,0.32301533222198486
,302,,,,,,,,0.28828930854797363
,303,,,,,,,,0.37129920721054077
,304,,,,,,,,0.2964165210723877
,305,,,,,,,,0.3511394262313843
,306,,,,,,,,0.2961472272872925
,307,,,,,,,,0.29467934370040894
,308,,,,,,,,0.33210766315460205
,309,,,,,,,,0.3130829334259033
,310,,,,,,,,0.34261226654052734
,311,,,,,,,,0.2997366189956665
,312,,,,,,,,0.3129918575286865
,313,,,,,,,,0.3690063953399658
,314,,,,,,,,0.2776077389717102
,315,,,,,,,,0.3538374900817871
,316,,,,,,,,0.3318156599998474
,317,,,,,,,,0.31929826736450195
,318,,,,,,,,0.359441876411438
,319,,,,,,,,0.29970884323120117
,320,,,,,,,,0.32787179946899414
,321,,,,,,,,0.34711503982543945
,322,,,,,,,,0.3470522165298462
,323,,,,,,,,0.3405182957649231
,324,,,,,,,,0.29195451736450195
,325,,,,,,,,0.33197808265686035
,326,,,,,,,,0.3101314306259155
,327,,,,,,,,0.38867104053497314
,328,,,,,,,,0.3230048418045044
,329,,,,,,,,0.3209000825881958
,330,,,,,,,,0.3617110252380371
,331,,,,,,,,0.29334259033203125
,332,,,,,,,,0.3026968240737915
,333,,,,,,,,0.31372934579849243
,334,,,,,,,,0.3564833402633667
,335,,,,,,,,0.3423745632171631
,336,,,,,,,,0.2906506657600403
,337,,,,,,,,0.2978079319000244
,338,,,,,,,,0.31697213649749756
,339,,,,,,,,0.2673901319503784
,340,,,,,,,,0.32574981451034546
,341,,,,,,,,0.31162774562835693
,342,,,,,,,,0.26907432079315186
,343,,,,,,,,0.29013341665267944
,344,,,,,,,,0.35414719581604004
,345,,,,,,,,0.30402499437332153
,346,,,,,,,,0.3293989896774292
,347,,,,,,,,0.30283379554748535
,348,,,,,,,,0.3011128902435303
,349,,,,,,,,0.3291993737220764
,350,,,,,,,,0.3072702884674072
,351,,,,,,,,0.3147938847541809
,352,,,,,,,,0.3049823045730591
,353,,,,,,,,0.30877041816711426
,354,,,,,,,,0.36189937591552734
,355,,,,,,,,0.3312540650367737
,356,,,,,,,,0.29417550563812256
,357,,,,,,,,0.34860390424728394
,358,,,,,,,,0.30480051040649414
,359,,,,,,,,0.31831681728363037
,360,,,,,,,,0.2970578074455261
,361,,,,,,,,0.2945065498352051
,362,,,,,,,,0.3753054141998291
,363,,,,,,,,0.34351593255996704
,364,,,,,,,,0.30355769395828247
,365,,,,,,,,0.30194807052612305
,366,,,,,,,,0.3423348665237427
,367,,,,,,,,0.355288028717041
,368,,,,,,,,0.3044379949569702
,369,,,,,,,,0.3094756603240967
,370,,,,,,,,0.2964876890182495
,371,,,,,,,,0.3102675676345825
,372,,,,,,,,0.30367010831832886
,373,,,,,,,,0.2921139597892761
,374,,,,,,,,0.28593194484710693
,375,,,,,,,,0.34657275676727295
,376,,,,,,,,0.31636643409729004
,377,,,,,,,,0.31720149517059326
,378,,,,,,,,0.3201146125793457
,379,,,,,,,,0.3123059868812561
,380,,,,,,,,0.28792452812194824
,381,,,,,,,,0.3113015294075012
1,1529,,,,,0.5618393421173096,0.0,0.31894299387931824,
1,1529,,,0.32691749930381775,,,,,
2,1549,,,,0.3312365412712097,,,,
2,1599,,,,0.44807541370391846,,,,
2,1649,,,,0.30333465337753296,,,,
2,1699,,,,0.3692432641983032,,,,
2,1749,,,,0.3006439208984375,,,,
2,1799,,,,0.3200645446777344,,,,
2,1849,,,,0.29041314125061035,,,,
2,1899,,,,0.32258671522140503,,,,
2,1949,,,,0.2919520139694214,,,,
2,1999,,,,0.30465686321258545,,,,
2,2049,,,,0.34379255771636963,,,,
2,2099,,,,0.3247748613357544,,,,
2,2149,,,,0.3258620500564575,,,,
2,2199,,,,0.32595324516296387,,,,
2,2249,,,,0.26059651374816895,,,,
,382,,,,,,,,0.27078473567962646
,383,,,,,,,,0.2873315215110779
,384,,,,,,,,0.31411147117614746
,385,,,,,,,,0.3355427384376526
,386,,,,,,,,0.3212153911590576
,387,,,,,,,,0.3596147298812866
,388,,,,,,,,0.3262554407119751
,389,,,,,,,,0.30992984771728516
,390,,,,,,,,0.2658979892730713
,391,,,,,,,,0.33456820249557495
,392,,,,,,,,0.3645017743110657
,393,,,,,,,,0.27224111557006836
,394,,,,,,,,0.27983856201171875
,395,,,,,,,,0.31114673614501953
,396,,,,,,,,0.30682075023651123
,397,,,,,,,,0.35080546140670776
,398,,,,,,,,0.33529460430145264
,399,,,,,,,,0.32003843784332275
,400,,,,,,,,0.2967703938484192
,401,,,,,,,,0.31294524669647217
,402,,,,,,,,0.294964075088501
,403,,,,,,,,0.3065255284309387
,404,,,,,,,,0.30975615978240967
,405,,,,,,,,0.33356308937072754
,406,,,,,,,,0.3617625832557678
,407,,,,,,,,0.30778777599334717
,408,,,,,,,,0.3184398412704468
,409,,,,,,,,0.2592628002166748
,410,,,,,,,,0.3171690106391907
,411,,,,,,,,0.3265994191169739
,412,,,,,,,,0.34310615062713623
,413,,,,,,,,0.3095993995666504
,414,,,,,,,,0.31943488121032715
,415,,,,,,,,0.30175554752349854
,416,,,,,,,,0.2767244577407837
,417,,,,,,,,0.2890843152999878
,418,,,,,,,,0.26943808794021606
,419,,,,,,,,0.3420274257659912
,420,,,,,,,,0.2924234867095947
,421,,,,,,,,0.29028069972991943
,422,,,,,,,,0.31044816970825195
,423,,,,,,,,0.28785276412963867
,424,,,,,,,,0.3056519627571106
,425,,,,,,,,0.31935954093933105
,426,,,,,,,,0.33636248111724854
,427,,,,,,,,0.2925400137901306
,428,,,,,,,,0.32636165618896484
,429,,,,,,,,0.3015807867050171
,430,,,,,,,,0.29148441553115845
,431,,,,,,,,0.2827039957046509
,432,,,,,,,,0.3262181878089905
,433,,,,,,,,0.2952306270599365
,434,,,,,,,,0.32482290267944336
,435,,,,,,,,0.32867956161499023
,436,,,,,,,,0.33174431324005127
,437,,,,,,,,0.29424214363098145
,438,,,,,,,,0.29389238357543945
,439,,,,,,,,0.3208211660385132
,440,,,,,,,,0.2917217016220093
,441,,,,,,,,0.2868920564651489
,442,,,,,,,,0.3455513119697571
,443,,,,,,,,0.3318514823913574
,444,,,,,,,,0.3409765958786011
,445,,,,,,,,0.2756428122520447
,446,,,,,,,,0.3171147108078003
,447,,,,,,,,0.2803407907485962
,448,,,,,,,,0.29264020919799805
,449,,,,,,,,0.33152806758880615
,450,,,,,,,,0.3081527352333069
,451,,,,,,,,0.30600661039352417
,452,,,,,,,,0.2779279947280884
,453,,,,,,,,0.29430240392684937
,454,,,,,,,,0.30861151218414307
,455,,,,,,,,0.32287561893463135
,456,,,,,,,,0.3107268810272217
,457,,,,,,,,0.3717515468597412
,458,,,,,,,,0.32154202461242676
,459,,,,,,,,0.3421616554260254
,460,,,,,,,,0.32274001836776733
,461,,,,,,,,0.34197998046875
,462,,,,,,,,0.32538163661956787
,463,,,,,,,,0.36808252334594727
,464,,,,,,,,0.35095614194869995
,465,,,,,,,,0.33716899156570435
,466,,,,,,,,0.3070669174194336
,467,,,,,,,,0.28338152170181274
,468,,,,,,,,0.31105709075927734
,469,,,,,,,,0.3539213538169861
,470,,,,,,,,0.35244619846343994
,471,,,,,,,,0.2988765835762024
,472,,,,,,,,0.29627537727355957
,473,,,,,,,,0.3767364025115967
,474,,,,,,,,0.32476723194122314
,475,,,,,,,,0.34317547082901
,476,,,,,,,,0.30687087774276733
,477,,,,,,,,0.32072311639785767
,478,,,,,,,,0.3476076126098633
,479,,,,,,,,0.39009541273117065
,480,,,,,,,,0.35898590087890625
,481,,,,,,,,0.33235812187194824
,482,,,,,,,,0.30935049057006836
,483,,,,,,,,0.36169278621673584
,484,,,,,,,,0.36032211780548096
,485,,,,,,,,0.32931625843048096
,486,,,,,,,,0.29836738109588623
,487,,,,,,,,0.29269200563430786
,488,,,,,,,,0.29465973377227783
,489,,,,,,,,0.2976800203323364
,490,,,,,,,,0.30074644088745117
,491,,,,,,,,0.2931697368621826
,492,,,,,,,,0.33063167333602905
,493,,,,,,,,0.28633254766464233
,494,,,,,,,,0.3692997694015503
,495,,,,,,,,0.29511958360671997
,496,,,,,,,,0.37248480319976807
,497,,,,,,,,0.2920769453048706
,498,,,,,,,,0.291659951210022
,499,,,,,,,,0.33811813592910767
,500,,,,,,,,0.31024396419525146
,501,,,,,,,,0.3491230607032776
,502,,,,,,,,0.2983078956604004
,503,,,,,,,,0.31006526947021484
,504,,,,,,,,0.37455153465270996
,505,,,,,,,,0.2751532196998596
,506,,,,,,,,0.3605191707611084
,507,,,,,,,,0.33573389053344727
,508,,,,,,,,0.3206949234008789
,509,,,,,,,,0.3643695116043091
,510,,,,,,,,0.29602497816085815
,511,,,,,,,,0.32721424102783203
,512,,,,,,,,0.3473939895629883
,513,,,,,,,,0.3472588062286377
,514,,,,,,,,0.3400267958641052
,515,,,,,,,,0.28656303882598877
,516,,,,,,,,0.33037257194519043
,517,,,,,,,,0.30855315923690796
,518,,,,,,,,0.3895595669746399
,519,,,,,,,,0.3225831985473633
,520,,,,,,,,0.31829965114593506
,521,,,,,,,,0.3613250255584717
,522,,,,,,,,0.28843414783477783
,523,,,,,,,,0.2969478368759155
,524,,,,,,,,0.3031631112098694
,525,,,,,,,,0.355066180229187
,526,,,,,,,,0.34268951416015625
,527,,,,,,,,0.28352445363998413
,528,,,,,,,,0.294643759727478
,529,,,,,,,,0.3200541138648987
,530,,,,,,,,0.2662132978439331
,531,,,,,,,,0.3270756006240845
,532,,,,,,,,0.3159750699996948
,533,,,,,,,,0.26436561346054077
,534,,,,,,,,0.28600454330444336
,535,,,,,,,,0.35531139373779297
,536,,,,,,,,0.3004135489463806
,537,,,,,,,,0.3260079622268677
,538,,,,,,,,0.2967722415924072
,539,,,,,,,,0.2974511384963989
,540,,,,,,,,0.3298914432525635
,541,,,,,,,,0.30201637744903564
,542,,,,,,,,0.3058595657348633
,543,,,,,,,,0.2962198257446289
,544,,,,,,,,0.3110239505767822
,545,,,,,,,,0.3585245609283447
,546,,,,,,,,0.32885468006134033
,547,,,,,,,,0.29406261444091797
,548,,,,,,,,0.3487260937690735
,549,,,,,,,,0.2990649938583374
,550,,,,,,,,0.3126477003097534
,551,,,,,,,,0.29226160049438477
,552,,,,,,,,0.28846561908721924
,553,,,,,,,,0.3695070743560791
,554,,,,,,,,0.3420882225036621
,555,,,,,,,,0.2964690327644348
,556,,,,,,,,0.29723042249679565
,557,,,,,,,,0.335027277469635
,558,,,,,,,,0.3574169874191284
,559,,,,,,,,0.29757559299468994
,560,,,,,,,,0.30560970306396484
,561,,,,,,,,0.29223060607910156
,562,,,,,,,,0.30590105056762695
,563,,,,,,,,0.30125391483306885
,564,,,,,,,,0.2883516550064087
,565,,,,,,,,0.2803798317909241
,566,,,,,,,,0.34735918045043945
,567,,,,,,,,0.3116198778152466
,568,,,,,,,,0.3130303621292114
,569,,,,,,,,0.31192755699157715
,570,,,,,,,,0.3073488473892212
,571,,,,,,,,0.27777695655822754
,572,,,,,,,,0.30923593044281006
2,2294,,,,,0.5672411918640137,0.0,0.3164767622947693,
2,2294,,,0.3238127529621124,,,,,
3,2299,,,,0.2701401710510254,,,,
3,2349,,,,0.29667067527770996,,,,
3,2399,,,,0.34574371576309204,,,,
3,2449,,,,0.31555724143981934,,,,
3,2499,,,,0.31768321990966797,,,,
3,2549,,,,0.31545543670654297,,,,
3,2599,,,,0.31475573778152466,,,,
3,2649,,,,0.35216593742370605,,,,
3,2699,,,,0.3045787811279297,,,,
3,2749,,,,0.3174402713775635,,,,
3,2799,,,,0.3135789632797241,,,,
3,2849,,,,0.3234756588935852,,,,
3,2899,,,,0.32530003786087036,,,,
3,2949,,,,0.33517134189605713,,,,
3,2999,,,,0.3119692802429199,,,,
3,3049,,,,0.3090784549713135,,,,
,573,,,,,,,,0.2763957977294922
,574,,,,,,,,0.2968398928642273
,575,,,,,,,,0.31993019580841064
,576,,,,,,,,0.32100534439086914
,577,,,,,,,,0.3134540319442749
,578,,,,,,,,0.3553762435913086
,579,,,,,,,,0.33549433946609497
,580,,,,,,,,0.31414878368377686
,581,,,,,,,,0.277873158454895
,582,,,,,,,,0.3328031897544861
,583,,,,,,,,0.3396182060241699
,584,,,,,,,,0.2770450711250305
,585,,,,,,,,0.2886911630630493
,586,,,,,,,,0.31189727783203125
,587,,,,,,,,0.307655930519104
,588,,,,,,,,0.33140456676483154
,589,,,,,,,,0.3409407138824463
,590,,,,,,,,0.3243395686149597
,591,,,,,,,,0.29760563373565674
,592,,,,,,,,0.31317228078842163
,593,,,,,,,,0.3061927556991577
,594,,,,,,,,0.3088364601135254
,595,,,,,,,,0.31696486473083496
,596,,,,,,,,0.33735644817352295
,597,,,,,,,,0.36235350370407104
,598,,,,,,,,0.30183643102645874
,599,,,,,,,,0.32187432050704956
,600,,,,,,,,0.2753424048423767
,601,,,,,,,,0.32161927223205566
,602,,,,,,,,0.3344634175300598
,603,,,,,,,,0.3502506613731384
,604,,,,,,,,0.31593596935272217
,605,,,,,,,,0.32037341594696045
,606,,,,,,,,0.30565160512924194
,607,,,,,,,,0.28157496452331543
,608,,,,,,,,0.2995806932449341
,609,,,,,,,,0.2832043170928955
,610,,,,,,,,0.33714592456817627
,611,,,,,,,,0.3009342551231384
,612,,,,,,,,0.30005812644958496
,613,,,,,,,,0.32874512672424316
,614,,,,,,,,0.29306989908218384
,615,,,,,,,,0.30243974924087524
,616,,,,,,,,0.3092308044433594
,617,,,,,,,,0.33776724338531494
,618,,,,,,,,0.30154120922088623
,619,,,,,,,,0.3237995505332947
,620,,,,,,,,0.30885791778564453
,621,,,,,,,,0.2982431650161743
,622,,,,,,,,0.29239851236343384
,623,,,,,,,,0.3284476399421692
,624,,,,,,,,0.3003793954849243
,625,,,,,,,,0.32664960622787476
,626,,,,,,,,0.33180510997772217
,627,,,,,,,,0.33554697036743164
,628,,,,,,,,0.29816287755966187
,629,,,,,,,,0.30126118659973145
,630,,,,,,,,0.32734543085098267
,631,,,,,,,,0.30040597915649414
,632,,,,,,,,0.2875813841819763
,633,,,,,,,,0.34310805797576904
,634,,,,,,,,0.32725095748901367
,635,,,,,,,,0.33817410469055176
,636,,,,,,,,0.28376317024230957
,637,,,,,,,,0.3222823739051819
,638,,,,,,,,0.29116594791412354
,639,,,,,,,,0.2988619804382324
,640,,,,,,,,0.3173421621322632
,641,,,,,,,,0.30071723461151123
,642,,,,,,,,0.3147249221801758
,643,,,,,,,,0.28839147090911865
,644,,,,,,,,0.2980526089668274
,645,,,,,,,,0.31324493885040283
,646,,,,,,,,0.3290482759475708
,647,,,,,,,,0.3120664358139038
,648,,,,,,,,0.36275774240493774
,649,,,,,,,,0.3229469060897827
,650,,,,,,,,0.32726413011550903
,651,,,,,,,,0.3272407054901123
,652,,,,,,,,0.3320152163505554
,653,,,,,,,,0.3311750888824463
,654,,,,,,,,0.35532712936401367
,655,,,,,,,,0.3300192356109619
