epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_IoU,val_MaP,val_loss_epoch,val_loss_step
0,49,,,,0.41426706314086914,,,,
0,99,,,,0.37084174156188965,,,,
0,149,,,,0.3595994710922241,,,,
0,199,,,,0.3109368085861206,,,,
0,249,,,,0.38643085956573486,,,,
0,299,,,,0.3124699592590332,,,,
0,349,,,,0.3347134590148926,,,,
0,399,,,,0.3527102470397949,,,,
0,449,,,,0.3283299207687378,,,,
0,499,,,,0.3354957103729248,,,,
0,549,,,,0.3060861825942993,,,,
0,599,,,,0.30070018768310547,,,,
0,649,,,,0.32413017749786377,,,,
0,699,,,,0.36297500133514404,,,,
0,749,,,,0.353732705116272,,,,
,0,,,,,,,,0.2807624340057373
,1,,,,,,,,0.3009300231933594
,2,,,,,,,,0.323899507522583
,3,,,,,,,,0.3477087616920471
,4,,,,,,,,0.32411515712738037
,5,,,,,,,,0.3582410216331482
,6,,,,,,,,0.3351728916168213
,7,,,,,,,,0.3217097520828247
,8,,,,,,,,0.27673083543777466
,9,,,,,,,,0.3335639238357544
,10,,,,,,,,0.3620791435241699
,11,,,,,,,,0.28256744146347046
,12,,,,,,,,0.2867810130119324
,13,,,,,,,,0.31738877296447754
,14,,,,,,,,0.3210524320602417
,15,,,,,,,,0.3471892476081848
,16,,,,,,,,0.3488219380378723
,17,,,,,,,,0.32821667194366455
,18,,,,,,,,0.30862700939178467
,19,,,,,,,,0.3251127004623413
,20,,,,,,,,0.31203150749206543
,21,,,,,,,,0.3151935935020447
,22,,,,,,,,0.31560611724853516
,23,,,,,,,,0.34182024002075195
,24,,,,,,,,0.36333954334259033
,25,,,,,,,,0.3098243474960327
,26,,,,,,,,0.32388973236083984
,27,,,,,,,,0.27375030517578125
,28,,,,,,,,0.3218938112258911
,29,,,,,,,,0.3340402841567993
,30,,,,,,,,0.35271209478378296
,31,,,,,,,,0.31422680616378784
,32,,,,,,,,0.3232063055038452
,33,,,,,,,,0.30651628971099854
,34,,,,,,,,0.2824951410293579
,35,,,,,,,,0.2939164638519287
,36,,,,,,,,0.2818039655685425
,37,,,,,,,,0.35038524866104126
,38,,,,,,,,0.30250585079193115
,39,,,,,,,,0.2997271418571472
,40,,,,,,,,0.3277179002761841
,41,,,,,,,,0.297746479511261
,42,,,,,,,,0.3123890161514282
,43,,,,,,,,0.3260929584503174
,44,,,,,,,,0.3421747088432312
,45,,,,,,,,0.30211687088012695
,46,,,,,,,,0.327200710773468
,47,,,,,,,,0.3073490858078003
,48,,,,,,,,0.2982065677642822
,49,,,,,,,,0.29189395904541016
,50,,,,,,,,0.33184313774108887
,51,,,,,,,,0.30068862438201904
,52,,,,,,,,0.33150291442871094
,53,,,,,,,,0.33023935556411743
,54,,,,,,,,0.3358966112136841
,55,,,,,,,,0.30671340227127075
,56,,,,,,,,0.3015986680984497
,57,,,,,,,,0.3271822929382324
,58,,,,,,,,0.2981264591217041
,59,,,,,,,,0.301296591758728
,60,,,,,,,,0.3484705686569214
,61,,,,,,,,0.3273746967315674
,62,,,,,,,,0.344516396522522
,63,,,,,,,,0.2913854718208313
,64,,,,,,,,0.3215194344520569
,65,,,,,,,,0.2918064594268799
,66,,,,,,,,0.3028757572174072
,67,,,,,,,,0.3244513273239136
,68,,,,,,,,0.31004369258880615
,69,,,,,,,,0.3108353018760681
,70,,,,,,,,0.2897895574569702
,71,,,,,,,,0.29923999309539795
,72,,,,,,,,0.313204824924469
,73,,,,,,,,0.32998108863830566
,74,,,,,,,,0.3184754252433777
,75,,,,,,,,0.3686567544937134
,76,,,,,,,,0.3254067897796631
,77,,,,,,,,0.3381444215774536
,78,,,,,,,,0.3291863203048706
,79,,,,,,,,0.34161293506622314
,80,,,,,,,,0.33602380752563477
,81,,,,,,,,0.37835693359375
,82,,,,,,,,0.3425177335739136
,83,,,,,,,,0.350421667098999
,84,,,,,,,,0.314067006111145
,85,,,,,,,,0.29129719734191895
,86,,,,,,,,0.3121500015258789
,87,,,,,,,,0.3574957847595215
,88,,,,,,,,0.3604261875152588
,89,,,,,,,,0.30301111936569214
,90,,,,,,,,0.3061679005622864
,91,,,,,,,,0.3720301389694214
,92,,,,,,,,0.3238834738731384
,93,,,,,,,,0.3475360870361328
,94,,,,,,,,0.3133431673049927
,95,,,,,,,,0.3280256986618042
,96,,,,,,,,0.3473765254020691
,97,,,,,,,,0.39110684394836426
,98,,,,,,,,0.37072062492370605
,99,,,,,,,,0.33804064989089966
,100,,,,,,,,0.3197147846221924
,101,,,,,,,,0.3647148013114929
,102,,,,,,,,0.36966240406036377
,103,,,,,,,,0.34750664234161377
,104,,,,,,,,0.3057372570037842
,105,,,,,,,,0.30113810300827026
,106,,,,,,,,0.3026083707809448
,107,,,,,,,,0.30028438568115234
,108,,,,,,,,0.30877983570098877
,109,,,,,,,,0.30808568000793457
,110,,,,,,,,0.33245545625686646
,111,,,,,,,,0.2884213924407959
,112,,,,,,,,0.3723376989364624
,113,,,,,,,,0.30023592710494995
,114,,,,,,,,0.36614370346069336
,115,,,,,,,,0.3026862144470215
,116,,,,,,,,0.3050568699836731
,117,,,,,,,,0.3383185863494873
,118,,,,,,,,0.3136690855026245
,119,,,,,,,,0.3496106266975403
,120,,,,,,,,0.30302751064300537
,121,,,,,,,,0.31780117750167847
,122,,,,,,,,0.35790514945983887
,123,,,,,,,,0.29149317741394043
,124,,,,,,,,0.37063878774642944
,125,,,,,,,,0.34030681848526
,126,,,,,,,,0.3159183859825134
,127,,,,,,,,0.359811007976532
,128,,,,,,,,0.3013366460800171
,129,,,,,,,,0.3302501440048218
,130,,,,,,,,0.34489285945892334
,131,,,,,,,,0.35974055528640747
,132,,,,,,,,0.34384334087371826
,133,,,,,,,,0.2939274311065674
,134,,,,,,,,0.33416879177093506
,135,,,,,,,,0.3118586540222168
,136,,,,,,,,0.3970400094985962
,137,,,,,,,,0.3284195065498352
,138,,,,,,,,0.32547253370285034
,139,,,,,,,,0.3595387935638428
,140,,,,,,,,0.2963578701019287
,141,,,,,,,,0.301993727684021
,142,,,,,,,,0.32000285387039185
,143,,,,,,,,0.3521770238876343
,144,,,,,,,,0.3444540500640869
,145,,,,,,,,0.2922365665435791
,146,,,,,,,,0.30319881439208984
,147,,,,,,,,0.324871301651001
,148,,,,,,,,0.2789360284805298
,149,,,,,,,,0.3321887254714966
,150,,,,,,,,0.3209766149520874
,151,,,,,,,,0.27749764919281006
,152,,,,,,,,0.29352837800979614
,153,,,,,,,,0.3486146330833435
,154,,,,,,,,0.31049877405166626
,155,,,,,,,,0.33002495765686035
,156,,,,,,,,0.31219035387039185
,157,,,,,,,,0.3016258478164673
,158,,,,,,,,0.33548569679260254
,159,,,,,,,,0.31197142601013184
,160,,,,,,,,0.31690025329589844
,161,,,,,,,,0.3116303086280823
,162,,,,,,,,0.3245798349380493
,163,,,,,,,,0.36468350887298584
,164,,,,,,,,0.3361169099807739
,165,,,,,,,,0.2938957214355469
,166,,,,,,,,0.35388028621673584
,167,,,,,,,,0.3062828779220581
,168,,,,,,,,0.325419545173645
,169,,,,,,,,0.2971644997596741
,170,,,,,,,,0.29707640409469604
,171,,,,,,,,0.37098270654678345
,172,,,,,,,,0.3424186706542969
,173,,,,,,,,0.3094956874847412
,174,,,,,,,,0.3058004379272461
,175,,,,,,,,0.34326642751693726
,176,,,,,,,,0.3630770444869995
,177,,,,,,,,0.30958735942840576
,178,,,,,,,,0.3118440508842468
,179,,,,,,,,0.2979748845100403
,180,,,,,,,,0.3099609613418579
,181,,,,,,,,0.30902862548828125
,182,,,,,,,,0.3001696467399597
,183,,,,,,,,0.28676581382751465
,184,,,,,,,,0.3454700708389282
,185,,,,,,,,0.3209075927734375
,186,,,,,,,,0.3222036361694336
,187,,,,,,,,0.31893599033355713
,188,,,,,,,,0.3137136697769165
,189,,,,,,,,0.2943836450576782
,190,,,,,,,,0.3137579560279846
0,764,,,,,0.5618555545806885,0.0,0.3227710723876953,
0,764,,,0.3407706022262573,,,,,
1,799,,,,0.32316750288009644,,,,
1,849,,,,0.32157719135284424,,,,
1,899,,,,0.3702525496482849,,,,
1,949,,,,0.30073851346969604,,,,
1,999,,,,0.33189326524734497,,,,
1,1049,,,,0.32555246353149414,,,,
1,1099,,,,0.32680320739746094,,,,
1,1149,,,,0.3422035574913025,,,,
1,1199,,,,0.34451448917388916,,,,
1,1249,,,,0.3570496439933777,,,,
1,1299,,,,0.32668817043304443,,,,
1,1349,,,,0.3297048807144165,,,,
1,1399,,,,0.3098181486129761,,,,
1,1449,,,,0.3173021078109741,,,,
1,1499,,,,0.30625516176223755,,,,
,191,,,,,,,,0.2745967507362366
,192,,,,,,,,0.2948697805404663
,193,,,,,,,,0.319736123085022
,194,,,,,,,,0.33882057666778564
,195,,,,,,,,0.32400190830230713
,196,,,,,,,,0.35427355766296387
,197,,,,,,,,0.3319978713989258
,198,,,,,,,,0.3136866092681885
,199,,,,,,,,0.26982927322387695
,200,,,,,,,,0.3361823558807373
,201,,,,,,,,0.3561745882034302
,202,,,,,,,,0.27488255500793457
,203,,,,,,,,0.2818460464477539
,204,,,,,,,,0.3103770613670349
,205,,,,,,,,0.3093598484992981
,206,,,,,,,,0.34543168544769287
,207,,,,,,,,0.34204936027526855
,208,,,,,,,,0.3236347436904907
,209,,,,,,,,0.30036604404449463
,210,,,,,,,,0.31552135944366455
,211,,,,,,,,0.30264484882354736
,212,,,,,,,,0.30834317207336426
,213,,,,,,,,0.3148770332336426
,214,,,,,,,,0.3366818428039551
,215,,,,,,,,0.36355507373809814
,216,,,,,,,,0.306781530380249
,217,,,,,,,,0.3204544186592102
,218,,,,,,,,0.27087223529815674
,219,,,,,,,,0.3228278160095215
,220,,,,,,,,0.3319079875946045
,221,,,,,,,,0.34983646869659424
,222,,,,,,,,0.3121229410171509
,223,,,,,,,,0.32110047340393066
,224,,,,,,,,0.3032676577568054
,225,,,,,,,,0.277828574180603
,226,,,,,,,,0.2920083999633789
,227,,,,,,,,0.2769327163696289
,228,,,,,,,,0.3478891849517822
,229,,,,,,,,0.30080413818359375
,230,,,,,,,,0.29574286937713623
,231,,,,,,,,0.3167891502380371
,232,,,,,,,,0.2933434844017029
,233,,,,,,,,0.3081825375556946
,234,,,,,,,,0.3197145462036133
,235,,,,,,,,0.3388655185699463
,236,,,,,,,,0.29586517810821533
,237,,,,,,,,0.32659316062927246
,238,,,,,,,,0.30508679151535034
,239,,,,,,,,0.29584431648254395
